ID,:,",",;,.,[,],(,),*,+,-,=,#,$,@,?,&,!,|,^,<,>,\,_
4omjpRdNPCMSfxi3TyEA,791866,4017,681928,791452,3259,3156,3079,3017,3098,3521,7733,13156,3094,3113,3110,3572,3008,2998,3168,3071,3052,3118,3034,4207
4QCBDTJFskOqox0H8XIL,289831,2856,247462,289200,1329,1403,1168,1151,1125,1648,31257,2605,1138,1316,1137,1653,1115,1036,1104,1107,1121,1148,1115,2244
4RKTW3jA6pyNbV2lgUst,14672,14996,3578,13915,1633,1637,165,186,95,4824,7094,3655,84,67,112,789,56,102,73,68,66,56,63,4610
4S1uOdNGqKkCxZFVWAzB,15380,15523,3639,14468,1603,1597,127,140,48,4926,7348,3450,34,38,94,733,17,53,48,27,35,19,30,4833
4suKxkVWNqFQZLB5UfXD,269570,6726,229807,269179,1319,1351,1122,1096,1072,2542,10461,4186,970,1070,978,1594,1053,1066,1042,1013,1061,995,999,1736
4vr2yUw5PiEgN6BaWRho,3858,990,568,3601,144,144,64,64,5,391,5198,2899,0,0,1,505,0,0,8,0,1,1,0,713
4WaGm3PhidQVRopgXz7J,102973,1417,86860,102810,522,498,461,474,415,735,3270,1714,422,548,389,822,384,371,356,426,379,360,378,757
4wIxhDlpCbJVkZLfHKtP,706432,246386,164260,514503,92480,92480,85761,85758,73859,123189,1020578,363541,26,3780,185063,55291,3797,30,17,4,7378,7402,2222,284243
4wrp1jESmXKUAvH5s2aR,3283,789,524,3056,129,129,48,48,43,347,1950,2724,0,0,1,505,0,0,8,0,1,1,0,605
4wv86XGCOkUWEAPrJtDi,57634,113730,17704,57053,97,84,241,244,74,26841,3059,727,62,238,124,1732,75,62,79,50,67,86,77,1066
4XAPr8eSwWqzUlc739ZY,12433,31066,1134,11904,472,472,131,131,45,8061,1213,1492,0,3,3,760,0,0,8,0,2,2,0,1504
4XEdp5nArx9TN3qZ62kf,3916,704,1253,3473,274,279,69,70,9,370,5029,1566,4,4,19,754,1,1,11,0,12,10,0,1095
4xPwVZd8CpJEAUIebmvB,25361,6067,6093,23373,1781,1785,235,228,85,2786,36177,6855,5,4,19,1130,6,9,18,4,52,60,45,4561
4zB07s1G3KjqYibEO5J2,2795,682,432,2587,96,96,48,48,40,268,1477,2024,0,0,1,505,0,0,8,0,1,1,0,460
508Uk9z1gvCtucARFWG3,297919,3412,253370,296988,1611,1597,1132,1202,1121,1752,49682,2745,1190,1229,1147,1306,1140,1087,1155,1108,1111,1087,1125,2432
50f7jCS4w3hED2ueRosN,150292,31833,32493,137538,18251,18253,699,671,626,28729,222510,94122,57,66,457,3245,44,71,51,25,361,299,177,47625
5102w8Hp4TRkWbIUXSgZ,301501,30495,130991,283246,23168,23134,893,824,878,20739,166084,115320,422,449,583,1436,457,454,947,413,534,763,459,39432
51NK2bWwuvf6rH7RTCPk,936253,7865,536687,932972,4449,4163,2650,2207,2292,6352,51552,6977,18896,1800,3323,3648,1430,19161,1105,1315,1442,1250,1211,10483
56KhNHUTXZpryYaGqoj4,14801,14922,3596,14033,1640,1635,155,181,86,4827,7459,3174,85,76,114,792,58,93,68,71,60,54,58,4649
57aolZC6XSxqr2HiGsfV,4082,418,1198,3918,14,15,60,59,7,166,4697,3312,14,18,2,579,2,5,8,1,1,2,0,432
59P7Kv8cMforuZUpVQnY,61820,67830,4604,308,1383,1441,188,188,85,11569,97887,948,17,6,26,1010,11,11,15,56,9,11,11,992
5AycfmLjIp7NnvgS1JYW,791580,4038,681745,791171,3265,3346,3149,3157,3051,3568,6856,12639,3104,3046,2945,3559,3057,3136,3060,3045,3117,3115,2993,4200
5bNgRzHpdGInuxjQBvFt,3555,841,537,3244,136,136,60,60,7,355,3535,2839,0,0,1,505,0,0,8,0,1,1,0,590
5CQsuk3ygnTmHKEBDbzZ,153714,48070,17252,151007,8397,8421,436,410,773,10231,31955,8168,65,72,303,2422,127,42,77,39,73,81,148,15388
5dqijn0zcEPgONTLFRoI,87991,2551,71304,87064,859,860,317,342,333,990,46820,1995,282,410,330,574,297,279,292,310,313,301,313,1725
5FyHhsqWCcxTkAS7wVlD,4262,478,1219,4125,13,14,59,58,9,167,5679,3474,15,17,1,544,1,5,9,0,1,1,0,444
5gVwWXsxtIzEn6RUJq7G,14495,32018,1470,13735,723,723,161,160,21,8285,1629,1893,0,5,9,896,0,0,9,0,2,2,9,2284
5iJsI0VCgF2D1Gukdayc,13563,4947,2232,11951,2909,2908,136,135,127,5281,29642,4594,1,1,10,1104,1,0,9,0,8,6,1,5974
5MjiBxhL0nSvV9CUedQI,919050,65353,626880,916516,3456,3232,2671,2227,2157,5648,42620,6184,20351,1788,3248,3540,1435,20640,1140,1341,1397,1215,1216,8454
5NMDYGWr4mKFTIk1fQUH,3629,863,1001,3312,149,150,60,62,8,374,3249,2848,3,1,3,508,2,3,11,3,1,2,3,620
5nPbr70kNiOSQGZmL8IH,256625,82410,40827,227030,45343,45326,1375,1333,2369,74850,408391,101685,23,1595,7421,4206,200,19,68,13,2701,2670,122,92420
5PBvwNE8sCzm1bjUlf6A,4106,425,1173,3923,33,34,58,58,6,153,4603,2556,15,16,2,544,2,5,8,0,2,1,0,407
5PIwjdM6ROvnbiN9Dx0a,59553,13402,10639,53742,7264,7263,253,215,368,11696,97168,34625,1,4,133,1997,3,10,9,2,77,76,91,21428
5QjzywcSG4XLhNRt8unq,4086,435,1189,3911,14,15,64,63,8,172,4771,3366,16,15,1,579,2,5,8,0,1,1,0,453
5QvCJULkphcYGge78RNs,48948,2449,37673,47936,677,665,164,188,163,809,51312,1746,184,275,154,437,154,157,185,165,174,174,136,1600
5R3hLjKfZMi8mYI2zVwb,111325,4000,73767,110696,1373,1451,496,469,330,1374,16754,5992,313,315,352,2024,250,315,365,341,288,321,354,1849
5sLXK39w4fkSzAVi1Q6U,27896,6580,3889,26805,535,534,641,620,116,1950,6414,1892,6,14,13,3023,10,12,13,11,16,14,6,2694
5W4u3pSRyDefEKhVNZms,16145,16159,4100,15342,1609,1607,130,146,54,4809,9680,3656,279,36,87,732,17,44,45,27,31,19,26,4691
5Xc0iAYjsG7ugxrZNIoS,151065,368531,31422,150017,1409,1502,4737,4806,176,93780,26814,4046,22,43,138,3142,17,32,166,205,58,64,147,5220
5xzWZR1OXkKjBTtPYVai,5765,541,2187,5456,214,210,54,57,54,317,4497,3852,2,7,9,416,8,5,18,9,11,7,7,797
5YcQadwmPLqg72tvW8iS,125160,163628,6256,244,2824,2823,3588,3589,181,32551,273188,1521,0,27,25,679,2,8,12,6,5,10,6,1791
5yeOrl2fKasq6BnStQ4G,136745,46336,17250,134039,8377,8401,436,410,770,10215,31726,8110,65,72,303,2429,127,42,74,39,74,82,148,15372
5YhH9bwB2VyoukplmOQA,361825,3821,300345,360905,2486,2610,2816,3413,2354,4219,10680,4203,1493,1390,3212,2026,2644,1530,1142,2089,1282,1332,1861,4998
5zYVF03NXadb7Gv64PqC,213494,447277,50514,210800,4185,4304,5263,5295,629,117520,37789,10391,154,269,632,4077,145,121,241,154,290,231,172,11135
602shC5njSE4yHNZ3QFM,1456347,14681,715909,1451094,3912,4451,4259,4499,4287,7575,111874,10443,3214,3558,2813,10956,3029,3511,3382,3095,3563,3245,4177,20978
60C4Kupa7OAXWcjTQIqy,4949,887,1392,4775,160,158,63,60,10,345,3790,3254,1,1,1,545,2,1,8,2,4,2,1,495
61ZG4u8AIUrOMNRYf0sC,16232,32741,1629,15158,931,931,186,186,22,8704,1141,2339,0,10,3,776,0,0,8,0,2,2,0,3332
63vS2seA0bRQhG4fugWE,3301,792,522,3078,125,125,48,48,42,347,1952,2784,0,0,1,505,0,0,8,0,1,1,0,613
65cjJpPCUQiLDRyXfWd4,157279,21965,78966,1357,8434,8459,525,425,621,14142,67435,29722,451,569,561,354,369,441,339,389,362,320,424,20824
67LFYMBVhdD3Jo2UGRSX,4107,445,1209,3928,16,17,65,64,8,176,4771,3312,16,15,1,580,2,5,8,0,2,1,0,465
697TFDm0KRiZIgB4pJG1,4280,441,1198,4103,14,15,63,63,9,179,4701,3474,15,15,1,579,2,5,8,1,1,1,0,471
69jsYQMcGwzrBLUPRb5e,243327,79252,40067,224034,42395,42383,1109,1091,2978,59999,311723,137066,100,164,1793,2939,140,95,208,74,1058,1094,159,77169
69MHIoldGcUTvxEOXJyw,542339,7021,401897,540068,5561,5571,1877,1866,1602,5496,46995,22581,1583,1567,3800,2277,1528,1665,1539,1664,1766,1747,1698,8706
6a9QCg870OIZxrEmqK2l,4577,783,1354,4434,136,139,58,60,7,375,3006,2827,52,2,2,640,2,1,9,2,1,1,2,489
6aTHENeI5PBYgzJndM7V,4807,852,1408,4163,353,353,94,90,69,830,5198,3079,0,0,3,499,1,0,8,0,8,8,13,1794
6bqeRU05pPKuGxQ7NEkO,14737,14957,3626,13987,1621,1609,123,159,62,4793,7355,3360,65,40,89,766,24,1338,47,37,106,25,28,4613
6CbnMfItA5py0odwQjPR,4098,433,1209,3917,13,14,65,64,8,168,4849,3312,14,16,1,580,3,5,8,0,1,1,1,464
6cJ4OV1TGifn92SCPNEA,252774,95009,16840,250311,4576,4600,431,405,639,7655,18131,7563,65,74,299,2576,127,42,73,39,73,81,142,11060
6CsTIZDSEdqNzi5tOKBo,187708,5919,85076,185288,948,976,784,903,620,2358,54247,4017,332,326,489,3893,391,287,442,356,422,426,494,8034
6cylqphx5sHCm4fYBEdK,3931,405,1178,3754,30,30,58,57,7,163,4447,2610,15,16,1,599,1,5,9,1,2,1,0,396
6cYUST29aReytkJO4zXi,50336,2648,38217,49309,642,631,183,183,170,846,58905,1762,158,257,170,458,159,134,174,171,156,139,146,1483
6DBKSix3qaP1HcQ8r7uG,455718,7619,344486,455010,3568,3528,1722,1711,1474,3234,42426,9596,1383,1358,3222,1976,1404,1595,1359,1436,1303,1345,1489,3556
6Ep5PZ3J09edDNo4ahx8,35354,94229,2173,938,970,977,582,581,104,22683,39270,1726,1,4,215,3195,8,2,8,0,1,3,16,2121
6GbjZn4wEtWSkrJUzoVc,180738,310599,50236,178200,3978,4012,2533,2467,733,81835,39898,9723,123,135,643,3995,128,97,230,194,276,220,169,10008
6gHI9qzDjmLhd4nWS3oi,106039,1567,89500,105590,541,541,498,513,426,749,17807,1493,398,595,390,947,418,421,380,407,395,362,382,1092
6Ij39ZnpNmcdKOUe0BvY,128675,3768,106037,127745,981,965,437,622,374,1476,49330,2817,549,543,361,742,396,524,388,453,367,393,387,1923
6JckVCSUd5azvlGjBtbu,2976,339,710,2185,182,182,295,295,115,307,3253,1995,0,1,487,750,10,2,8,0,8,8,10,1072
6JcOPhsUjbfXgnoQaHyN,152959,1363,131806,152595,768,749,326,374,429,1246,2997,1737,728,715,593,917,445,537,511,612,537,509,436,1389
6jCs7bHULZXW3kKtxNRw,32922,5580,5879,31993,631,638,344,310,89,1821,5314,1533,7,31,54,2442,6,9,51,28,51,23,44,2733
6JOiKa5LrAtu42TpY7kI,3596763,3448,2315053,3595405,1549,12947,732,582,442,2529,11168,3519,107554,9775,13745,2935,102,107565,188498,16952,165,320,386,5915
6KauYyxGt1n8wViqbe5X,11926,32300,1138,11383,402,402,131,127,27,7307,962,1900,0,8,5,792,0,0,9,0,2,2,3,1648
6McvAWZj4285L7XPrwnE,4291,482,1219,4137,16,17,57,57,4,180,5605,3528,15,16,1,544,2,5,8,1,1,1,0,454
6MfjO3CBFGpvi2mWzwkV,16388,15024,4526,15493,1532,1529,184,210,71,4764,7379,3369,92,76,119,927,64,93,65,62,63,59,61,4502
6mKG5UgpFBOYCdR3Wz8J,2877,678,452,2659,95,95,48,48,44,276,1552,2078,0,0,1,505,0,0,8,0,1,1,0,485
6NCw8nF9A7fUzYLyJIiD,3905,945,590,3670,162,162,50,50,23,437,4470,3772,0,0,1,505,0,0,8,0,1,1,0,805
6NH7fncljqxP30hOriSw,528474,7099,393047,526294,5356,5407,1864,1856,1642,5434,42055,21569,1606,1504,3798,2054,1552,1635,1591,1551,1504,1511,1544,8314
6p0xPcyrDB4R8YNHEsnU,36060,96269,1551,411,1392,1393,283,285,44,23869,35121,2130,2,0,36,1059,0,1,8,0,2,1,1,2197
6pvAOQCLGgPa1EKniNW0,137027,16584,40823,130854,10923,10925,890,826,770,13625,113541,15240,282,467,2977,1682,366,313,62,56,311,313,116,21758
6qjSVHW1IFQOTALiRzca,71601,264706,1461,70838,924,924,111,111,9,65452,1463,2187,0,4,3,504,0,0,80,0,2,2,0,2722
6qU3wkD1pLx42PcgMFEO,14549,15046,3524,13832,1645,1631,160,204,102,4812,7409,3539,117,86,118,778,66,116,74,65,70,26,82,4591
6qx5KcpelROjwUVJS01I,173966,5861,76081,171588,1065,1036,816,755,518,2113,54313,5865,330,324,387,3769,298,300,304,338,322,308,477,9219
6r02dN7YEojsfTQkzlGh,3796,974,560,3544,147,147,65,65,4,374,5064,2952,0,0,1,505,0,0,8,0,2,2,0,683
6rH4RophlktZL3Cwefbu,73946,264238,1248,72953,537,537,166,166,22,66484,2137,1702,0,13,3,968,0,0,8,0,2,2,0,2318
6SHqMnAlwd79OrYL50Ti,208825,41011,48886,190645,22556,22549,1107,1057,999,33699,279735,92539,91,139,2014,4795,119,90,81,54,268,392,153,70469
6slf2AGqxWCP53Z9NuhI,59186,15910,8669,54155,10981,10981,301,301,476,14674,60602,43501,0,0,89,928,0,0,8,0,54,54,22,22156
6sSpDfKNmx3R4rjQeW9M,14905,14948,3636,14112,1651,1648,160,194,83,4841,7622,3322,90,71,105,777,53,98,82,65,50,37,62,4706
6TUw1J5DR47dAgmjHLOs,169560,39527,34863,154372,22539,22541,766,724,537,36143,266494,68596,41,46,684,4318,36,126,36,22,512,503,641,58021
6u25JYNBy8wzSHUjqxvh,18672,5922,13948,18489,118,124,134,136,99,1529,1588,1237,46,54,55,775,65,60,84,70,64,65,67,341
6v3P0dtFROb2kyiNrKQ1,30920,64374,1489,3775,320,321,35,37,10,16674,3640,1477,1,4,21,846,8,7,8,0,2,2,11,958
6w02fn5UqNDMd1tISWKc,376921,108511,63126,343026,73314,73315,3277,3119,3376,106517,535582,109432,168,335,2628,4524,304,418,63,37,203,154,1583,133524
6WDhbdurpOMFTsP8XkUm,14635,14997,3545,13889,1660,1660,158,181,85,4815,7918,3287,92,67,119,800,57,100,69,65,61,56,63,4591
6wHyQ3DVLMBtsxnhGvmo,5200,6921,845,293,286,281,117,117,27,1802,3356,813,0,0,17,998,0,1,8,0,1,3,0,594
6z8BRNc5EJetqCs4kZYl,121887,6332,113000,121295,1178,1178,18,16,9,2436,3262,1916,4,0,106,137,11,2,814,4,21,19,20,3219
6ZdpisIvCL1GornaSU4D,201392,11729,90827,198555,1712,1611,8117,824,759,4236,69056,7808,346,333,434,3372,323,334,398,333,348,343,673,16021
6ZY9Al0hSbQBGF1RcLVH,39187,12420,10112,32820,4738,4737,571,567,494,8608,50498,10052,0,3,50,3658,2,6,23,1,12,13,149,23092
723C8e4nNUKMLrQZYdpP,55536,61311,4193,298,1150,1152,177,175,82,10512,90477,1048,13,9,25,999,11,11,21,8,16,15,13,803
75qSAohLWYb60Hs24NUF,201871,406647,46970,200640,1504,1656,22162,22099,3023,97452,99388,2052,59,290,372,3604,61,47,145,283,81,79,147,5058
76cGRgDJyFW08rY1tz59,15317,2481,3188,13245,1253,1253,664,664,275,2116,13960,9598,0,85,1447,1805,20,0,9,0,128,128,73,6013
7a5RVl9htyOJcBUK4rQm,139224,35307,26811,126660,20446,20446,431,413,633,30574,220878,60605,43,41,555,2478,46,64,37,18,154,166,146,48568
7aEbXfVnzhG6dRMLT58q,149975,3133,120207,149170,2526,2606,708,563,555,1487,16463,1919,570,880,730,1098,586,758,552,540,711,691,478,2386
7AJMbxOIN3YyFnjg5oDR,14782,14931,3605,14004,1646,1646,161,188,91,4833,7095,3250,91,70,120,800,59,103,67,62,65,57,53,4662
7brc10uy63I9lxBGkJD8,195645,10910,83789,192532,1511,1477,891,910,727,3994,71407,6576,331,383,457,3826,404,331,439,321,400,368,588,13753
7c06VofO9jp8dkSIunga,269596,7072,230145,269278,1272,1273,1055,1142,1129,2616,5687,3943,1065,1030,1009,1465,987,973,1011,1042,990,1054,962,1723
7cx4QdBWg9wMa2pvOLuo,57640,113278,17970,57100,79,69,256,233,80,26813,2991,732,99,233,129,1747,73,74,94,65,91,88,80,1077
7D92cJaF5QIdpA1OEhSt,50434,2794,38251,49316,737,735,160,181,184,913,60241,2045,149,254,184,238,147,179,189,168,167,148,163,1753
7DU2vQMzELbKx3tBjg9O,789034,3601,681645,788919,3150,3081,3053,3088,3123,3320,4113,5172,2985,2967,3070,3614,3150,3058,3131,2965,3046,3088,2997,3447
7dW2EIJqY86gKjPbtCkw,16467,15044,4556,15580,1552,1546,190,205,69,4749,7746,3052,87,77,115,922,56,96,72,58,56,59,64,4487
7eicxTZ3pDPf65O1RLXg,2534484,2364,2160219,2533544,1061,21633,660,500,360,1776,5914,1450,111,12077,15492,2663,115,90,576,14420,272,240,546,4534
7GsWJqlM3kCt62axD5O8,41180,1691,32004,40538,408,407,198,233,153,673,25833,1466,137,321,118,722,139,130,145,139,135,148,143,1206
7h32P6rADjMVEQuoOJIB,414578,141722,231003,411886,843,3461,3690,4056,193,30951,37994,4251,0,3494,4802,4432,47,2605,2627,0,3809,291,2671,3836
7iEfJHXeGdvRDhx364nL,112705,4237,73004,111892,1580,1599,556,486,327,1424,21530,6717,346,308,324,2077,301,329,311,297,377,372,323,1980
7IpfdG8WOkLFojV5bwJr,112292,4289,74081,111637,1289,1280,518,463,307,1442,18496,5844,326,323,348,2083,319,342,328,310,307,291,357,1635
7iQNYb2mIPzy354RMLX6,152968,341100,30768,151081,2613,2469,4326,4277,465,88071,22983,7368,61,82,398,4000,134,76,142,149,170,169,115,7797
7IrpXlvH6LOStVaewBPg,8302,1993,2058,7449,385,385,1016,1016,554,879,7938,3243,0,0,1310,1032,35,0,8,0,29,29,29,3435
7JjQBd2CAyvtgYlSL0e3,2546541,2537,1823350,2545773,1640,14914,955,590,371,1926,10353,4297,332,16364,10445,2606,121,178,621,11348,427,302,480,5497
7KqfVlEBOmr6tTQewNG8,3952,401,1171,3770,32,32,60,58,3,163,4594,2502,15,16,1,599,2,5,8,0,2,1,2,387
7l4AkQw3Gx8XRcJO1gaK,26423,11555,5357,20032,4030,4030,2799,2799,4655,5234,48069,11937,0,332,6138,2173,478,0,8,0,241,241,31,10441
7lYJNX4TjapibMyvd9sz,3866,990,572,3615,136,136,69,69,5,379,5426,2899,0,0,1,505,0,0,8,0,1,1,0,740
7oKB6OiGX8LStVwnqlQI,3767,991,573,3524,166,166,52,52,17,392,3351,2892,0,0,1,505,0,0,8,0,3,3,0,673
7oMbW9DCm6tQn5FTRIus,17296,31749,1594,367,1043,1043,255,255,34,8104,21001,2244,0,1,215,994,0,4,8,0,1,1,1,1913
7Ounj5D9ZaJBSbK0iodY,15181,58644,93,26,42,42,16,16,0,14803,756,505,0,0,1,260,0,0,8,0,1,1,0,81
7ptdL0VO1BzPlWXnGHwJ,3016,437,465,2741,31,31,57,57,3,161,4900,2598,0,0,1,465,0,0,9,0,1,1,0,473
7QrNYCk9O18JlZWgxmwE,87287,3408,67160,85284,628,699,369,333,297,1317,119829,744,264,289,289,738,300,271,282,295,316,308,284,2407
7QtHrPMIOSsxAde6wnv0,18735,6243,3483,16869,3903,3902,257,257,240,6740,34081,5296,1,1,75,1200,5,0,9,1,13,23,1,7596
7qY2raQ6izp1KwGcsdyn,165484,431306,28551,164229,1072,1119,4534,4482,223,109984,10813,4071,51,54,188,4080,45,42,181,109,78,87,92,5738
7r4nyOFDRwkc2EgxopWV,270536,7287,230501,270180,1338,1368,1084,1079,1045,2744,8507,4536,1048,1015,1015,1624,1060,1048,1036,1009,1004,1035,1029,1909
7rneDC6Ng10vEPuicRWV,150264,34983,33062,137067,18842,18838,1454,1439,544,28825,202137,39987,2,14,114,3188,0,305,10,0,2242,2268,2859,53233
7RVrih9gAL1FodIKNTc2,2933,880,553,2610,481,481,52,51,17,837,4496,1338,0,0,1,870,0,4,8,0,1,3,0,1170
7Rx5kEXu8PUcAvqodymC,64779,4152,10185,63835,1619,1624,149,133,65,1743,18320,3144,57,66,31,374,51,148,92,22,38,37,21,2460
7s4hmScB9p6HZfNFwVri,19111,4000,4749,17504,1278,1277,150,145,56,2856,22718,5650,0,0,4,2347,22,5,9,1,64,61,63,5214
7schXvl2FHSujB3aVK9e,81902,89843,5662,316,1491,1489,196,208,112,15049,132380,990,12,16,31,1008,15,7,23,13,20,20,11,961
7sNR0UFCQniz8vbhVpIo,61146,67407,4765,309,1236,1243,182,181,96,11563,101571,1124,22,22,29,1007,13,13,19,11,14,10,15,838
7T49Xi2bgMIxcAQKdfky,511251,3207,407112,510506,1032,1027,435,449,179,1814,9413,4014,48,43,118,1008,51,55,71,49,69,58,52,3137
7UFMw39SLs8Qn4RuIY6W,15635,15363,4031,14860,1634,1621,195,244,100,4753,9413,3113,103,82,99,788,78,121,107,43,49,45,55,4652
7uqOdRfD2MNowsIh3xUX,17271,33235,1390,254,1004,1004,207,213,19,8109,23919,2544,2,6,17,732,1,1,8,0,2,2,0,1404
7Uzm5a3KiuTxZPWt8sRb,3750,997,561,3520,176,176,52,52,15,416,3276,2949,0,0,1,505,0,0,8,0,2,2,0,684
7vS8qWAMU6VzbglhF4r3,168206,4508,147954,167108,2580,2599,20,20,13,1379,3297,2114,0,0,966,1047,0,0,2084,1976,840,992,1980,3470
7W4mwlHBPNdcFaViXsrD,280734,2236,240643,280375,1229,1206,1174,1164,1118,1484,5875,3134,1087,1184,1029,1556,1091,1124,1033,1038,1094,1067,1082,1555
7waVJqpLnoxz4fKsZv39,811478,6005,552361,810842,3522,3507,2732,2462,2371,3484,25248,8412,2579,2497,2863,4330,2373,2534,2404,2453,2343,2356,2500,3996
7XNob9FGEw6nCSOZT0vJ,536693,7005,398722,534313,5428,5482,1908,1816,1716,5421,44392,22035,1551,1576,3772,2207,1505,1663,1500,1575,1683,1697,1616,8693
7yhwG9NErjks0RDc15B2,34646,95835,1564,396,1051,1051,296,296,68,23239,41816,1726,3,5,106,1090,0,3,8,0,3,2,1,1527
7zIMcQ35pnFfgE9qr6vs,80413,88209,5901,315,1598,1608,221,219,110,14958,137305,1192,15,13,35,1015,16,16,18,12,13,28,26,994
81BI6Ky9bfr4CL3TUkFp,1794134,3479,1594019,1793248,1645,9271,797546,483,462,2222,76434,4325,3347,8455,8890,2015,129,6687,509,6779,311,817,412,5060
82AIq1lR7GwbtSsTWQNP,65679,5971,31999,65519,580,582,235,189,79,1965,5564,1641,18,2901,1580,2077,20,22,76,29,60,15,78,2113
82C7lgFmjsNTu9fBdHbi,10144,8456,2464,9717,727,727,390,383,21,2788,4814,2025,0,11,69,460,6,0,13,5,5,4,1,1923
85m4HMaLjpTxtlovqZw0,4116,444,1196,3935,18,19,63,63,8,176,4997,3204,17,15,1,579,1,5,8,0,1,2,0,451
85Mk6byWNR1wCETYisFp,425242,2844,304124,424522,1024,1009,342,352,102,1706,9174,2606,29,14,84,1035,5,21,305,7,17,40,13,2866
85qyLrVc1vhsKCfnNXmx,171582,8367,75851,167800,1408,1396,964,985,770,2697,82316,6678,337,313,376,5626,316,284,320,322,304,383,593,12544
86ltmd4JPQnVozyK37bB,541435,7012,402774,539094,5351,5383,1879,1986,1699,5421,41448,23065,1677,1595,3676,2062,1611,1750,1533,1584,1658,1576,1635,9064
87Cf2go9YulDiHEyekaS,505247,3779,461935,504422,1328,18244,490,494,148,2267,17274,4945,17078,7049,134,617,41,7923,60,52,69,2886,71,3735
8a39lGQmftE0MngbKCqu,14600,14998,3574,13883,1645,1645,162,186,90,4807,7623,3556,93,66,125,789,51,100,72,66,62,53,61,4584
8a3GEC7cPKtx0lI6qYvL,36079,969,28091,35868,277,259,183,187,139,410,3403,1583,123,310,116,744,134,137,115,130,120,112,112,480
8aIkyv7jJRcWpYOD9Ub1,7796,26225,157,35,365,365,12,12,7,7095,2225,544,0,3,1,130,0,0,8,0,1,1,0,461
8c90RlPJHzhmKp1YZN75,109520,10912,40061,103508,6515,6549,124,117,173,8369,56195,23024,135,741,224,701,131,123,131,233,322,270,660,14854
8cqDWHrnyKRC2Ja9biQ5,181066,4902,84791,178947,986,1082,796,715,648,1950,49322,4754,335,371,467,3605,295,376,301,401,410,341,453,7461
8cXfpniBZaYVAzg5xt19,270077,85369,56498,245477,41938,41947,1354,1304,2419,77620,448050,84927,76,63,757,6672,269,66,42,24,363,377,1439,104032
8db5LXcqCo9SJBVxQ1g0,17459,15447,4967,16498,1546,1542,183,212,77,4691,9040,3756,87,78,120,916,60,93,65,58,62,60,62,4619
8F32X71gy4wZrtvmNA6d,54398,23084,6849,52563,3081,3086,400,371,425,5896,11524,6052,13,29,244,2542,84,12,42,8,44,44,101,9459
8J209kMCyFvWuInbYcio,182590,6253,82340,180367,1417,1385,733,765,542,2762,53140,7829,315,358,373,3292,373,357,350,307,334,285,567,11660
8l5jU3sPg4MomRFwL9zT,71164,263199,1306,70533,554,568,122,122,28,66332,2020,1043,0,7,3,696,0,0,8,0,2,2,0,1491
8mAqS5PYhyIwls9t1r0Z,3168,784,504,2938,122,122,48,48,43,327,1647,2672,0,0,1,505,0,0,8,0,1,1,0,573
8MFRorIPmY0iKq5Wz4xB,791501,3985,682555,791063,3213,3255,3074,3101,3048,3705,6983,12550,3032,2996,3044,3593,3037,2943,3088,3028,3003,2973,3103,4136
8MSg6ycte4mZsOQL9bVN,543842,2077,505928,543191,47827,4530,309,99,81,1382,5659,3762,107,46458,3326,3715,150,190,13,140,4308,7230,125,9420
8PuImCboM1zNrUSD7OhV,17745,6242,2893,15703,3591,3590,143,142,169,6427,37014,4939,1,1,10,1120,1,0,10,2,8,6,3,7385
8qCPkhNr1KJaGtZ35pBc,145199,1351,126759,144687,769,746,275,345,399,1231,2944,1674,729,697,822,909,424,643,475,602,537,445,363,1525
8QqTlOsYx5oLychRPgX3,4115,438,1214,3940,13,14,65,64,9,171,5148,3366,16,15,2,580,2,5,8,1,1,1,0,465
8rD4bFYzXTVB5IPH1Mdv,1832775,2975,1263165,1831658,1448,14223,818,622,302,2086,11138,4340,137,9208,16801,3146,113,120,611,18539,340,107077,441,5431
8rKwml3nGVhWAiUjDH19,15099,5783,2386,13353,3225,3224,142,139,120,5858,33168,4999,1,1,10,892,1,0,8,0,10,6,1,6437
8rSBUFw4tsPubz672vET,165886,51055,17275,163179,8377,8401,436,410,770,10218,31726,8110,65,72,303,2495,127,42,77,39,74,82,148,15402
8Vaqh6ofRjLcy2CwpEHZ,1421162,12313,701445,1418024,3725,3911,3309,3397,3414,5934,85358,8460,3909,3130,3679,8761,3069,2779,3050,2759,3902,3217,3018,14488
8VGXzLxvhH0qIltWc35U,920606,9203,579023,916801,5344,5082,2727,2291,19530,7926,61670,9436,21491,1681,3103,3796,1374,20318,1272,1259,1405,1185,1133,12115
8vLGE0QNUBHaK3dt5hyl,4304,480,1227,4154,17,18,59,58,8,175,5982,3528,14,17,2,544,2,5,8,0,1,1,0,462
8VlJEcmXepIy9RS3GMTq,420576,118527,69004,380644,44186,44218,1009,979,3342,73492,597951,136386,82,96,858,20763,83,89,71,41,132,204,462,135951
8w2sWctxOpoIH7VbFREX,74621,264464,1676,73636,536,536,174,174,45,66525,2136,1594,0,13,3,928,0,0,8,0,2,2,0,2306
8WmlQwgVXPJzeT36c0af,542660,7488,402588,540428,5718,5649,2050,1963,1766,5561,43364,21938,1750,1674,3666,2001,1641,1782,1602,1667,1742,1585,1636,8879
8XwCLB6D3cMFWT9dtKSA,3225387,3804,1962415,3307838,1659,17948,802,612,476,153882,11488,3751,77931,13449,12410,3511,124,71935,428,13241,344,350,274,6069
