ID,"??,??","CC,CC","00,00","FF,FF","C5,C5","10,6B","25,25","10,94","10,62","10,69","22,10","10,B0","10,10","FF,00","F4,10","00,FF","D5,10","B5,10","B7,10","38,38","6B,6B","06,F9","F9,F9","6B,10","F0,F0","D6,D6","94,10","62,10","B0,10","69,10","10,D5","10,22","10,F4","02,02","10,B5","10,B7","02,D6","F9,06","F0,01","06,06","8F,8F","04,04","A6,A6","38,04","D6,02","06,9F","75,DE","03,03","75,F5","75,87","02,8F","6C,30","75,41","2A,2A","91,91","95,04","25,3D","75,69","9C,04","06,71","06,19","D9,04","51,51","D4,D4","4A,4A","14,14","9D,9D","DB,DB","58,04","06,AF","04,38","06,BB","EF,EF","02,A3","02,1E","0B,0B","12,12","06,6C","4D,4D","BD,BD","75,75","9F,06","0C,0C","46,46","F5,75","DE,75","62,62","B6,B6","68,68","30,6C","EC,EC","87,75","69,75","8F,02","41,75","53,53","4B,11","33,33","43,00","04,95","04,9C","7E,7E","3D,25","19,06","71,06","18,18","04,D9","DD,DD","E9,E9","3B,3B","5E,5E","5D,5D","6D,6D","FD,8B","6C,06","01,F0","69,69","02,0E","AF,06","BB,06","F5,F5","C7,C7","20,20","39,39","04,58","06,D4","4B,3C","40,40","04,C5","89,89","01,01","02,70","7D,7D","FC,FC","A3,02","06,F7","1E,02","11,4B","02,64","C4,C4","50,50","02,5A","6A,6A","06,1A","02,F1","C1,C1","0F,0F","48,48","06,25","6D,46","08,08","FD,46","95,46","B8,46","C3,C3","56,56","60,F3","02,DF","60,2A","7B,46","60,9F","74,74","60,4B","02,C8","55,55","CF,CF","06,1C","06,0E","FD,F7","37,37"
AUHE2QB3peXGCJ5FMcK0,188012.0,7657.0,66432.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,0.0,155.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aUufGnCVsQDZogv7wHiN,1157449.0,0.0,3926.0,53.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,27.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,13.0
Auv3RhZlU6tXcdDQjg2i,9870.0,322.0,13734.0,1676.0,0.0,0.0,2.0,5.0,3.0,1.0,3.0,1.0,4.0,553.0,2.0,591.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,19.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,6.0,1.0,1.0,0.0,28.0,1.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,20.0,1.0,0.0,5.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,3.0,2.0,14.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,36.0,0.0,0.0,3.0,4.0,1.0,2.0,9.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,7.0,18.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,25.0,1.0,0.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,10.0,4.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0
Auv9HCxOZViJnjMaSIt0,1011799.0,10.0,26185.0,3423.0,7.0,10.0,8.0,10.0,5.0,8.0,8.0,11.0,9.0,340.0,6.0,1616.0,5.0,6.0,10.0,9.0,10.0,4.0,6.0,13.0,10.0,4.0,5.0,9.0,6.0,12.0,10.0,9.0,2.0,7.0,6.0,8.0,4.0,3.0,12.0,7.0,5.0,11.0,7.0,11.0,7.0,9.0,6.0,6.0,7.0,3.0,4.0,5.0,7.0,4.0,8.0,5.0,3.0,9.0,6.0,7.0,8.0,7.0,20.0,2.0,5.0,9.0,5.0,8.0,10.0,5.0,4.0,11.0,10.0,8.0,3.0,10.0,3.0,9.0,7.0,8.0,7.0,7.0,6.0,5.0,15.0,8.0,8.0,4.0,3.0,10.0,6.0,9.0,8.0,4.0,12.0,17.0,8.0,5.0,102.0,10.0,9.0,6.0,11.0,8.0,12.0,8.0,12.0,5.0,3.0,3.0,5.0,4.0,18.0,10.0,5.0,10.0,5.0,11.0,7.0,6.0,12.0,9.0,15.0,8.0,7.0,11.0,11.0,17.0,9.0,4.0,8.0,5.0,10.0,3.0,9.0,4.0,12.0,9.0,5.0,9.0,18.0,8.0,7.0,2.0,8.0,11.0,9.0,6.0,5.0,12.0,9.0,8.0,10.0,7.0,7.0,19.0,18.0,9.0,10.0,15.0,8.0,12.0,10.0,9.0,14.0,10.0,10.0,5.0,2.0,6.0
AVG9IvBRfaEbZn1DhSNp,15175.0,173.0,109098.0,18466.0,0.0,4.0,6.0,0.0,1.0,4.0,2.0,0.0,10.0,1438.0,4.0,3601.0,1.0,8.0,4.0,55.0,10.0,6.0,8.0,2.0,3.0,4.0,3.0,0.0,5.0,1.0,2.0,2.0,8.0,31.0,0.0,4.0,1.0,5.0,60.0,11.0,3.0,72.0,3.0,35.0,15.0,2.0,11.0,66.0,14.0,4.0,0.0,29.0,9.0,14.0,1.0,25.0,3.0,9.0,2.0,2.0,3.0,14.0,401.0,1.0,7.0,5.0,3.0,4.0,44.0,2.0,31.0,2.0,505.0,5.0,1.0,20.0,6.0,8.0,5.0,0.0,9.0,4.0,4.0,21.0,6.0,10.0,7.0,2.0,44.0,26.0,1.0,1.0,2.0,4.0,3.0,345.0,1.0,45.0,191.0,1.0,3.0,2.0,1.0,16.0,4.0,8.0,4.0,3.0,16.0,25.0,1.0,3.0,21.0,8.0,5.0,7.0,6.0,17.0,9.0,4.0,2.0,10.0,44.0,7.0,15.0,9.0,12.0,518.0,7.0,5.0,68.0,0.0,0.0,9.0,11.0,12.0,8.0,3.0,0.0,3.0,216.0,19.0,4.0,4.0,4.0,8.0,12.0,67.0,5.0,11.0,46.0,4.0,2.0,2.0,7.0,492.0,4.0,2.0,3.0,0.0,1.0,59.0,2.0,1.0,40.0,6.0,13.0,16.0,3.0,14.0
AW0VsbwKSIHgXBZupjGP,1321.0,119.0,290034.0,315.0,99.0,4.0,97.0,13.0,9.0,6.0,8.0,14.0,94.0,1047.0,4.0,1043.0,7.0,9.0,4.0,101.0,90.0,7.0,80.0,3.0,101.0,102.0,7.0,13.0,4.0,8.0,5.0,9.0,5.0,97.0,8.0,10.0,6.0,6.0,5.0,97.0,106.0,87.0,97.0,14.0,8.0,5.0,7.0,94.0,11.0,6.0,9.0,8.0,8.0,84.0,99.0,13.0,22.0,11.0,12.0,1.0,7.0,9.0,96.0,90.0,110.0,98.0,76.0,105.0,9.0,8.0,8.0,5.0,94.0,3.0,7.0,95.0,101.0,5.0,113.0,99.0,85.0,3.0,94.0,110.0,10.0,8.0,95.0,86.0,88.0,3.0,89.0,9.0,4.0,7.0,6.0,101.0,7.0,74.0,1347.0,10.0,11.0,85.0,8.0,1.0,6.0,89.0,9.0,92.0,96.0,95.0,91.0,96.0,90.0,11.0,4.0,3.0,86.0,3.0,6.0,8.0,86.0,102.0,84.0,97.0,11.0,6.0,4.0,97.0,10.0,87.0,93.0,8.0,95.0,99.0,9.0,3.0,6.0,5.0,14.0,100.0,97.0,6.0,102.0,9.0,5.0,101.0,88.0,98.0,11.0,8.0,83.0,5.0,6.0,5.0,98.0,107.0,5.0,4.0,10.0,6.0,6.0,99.0,5.0,8.0,108.0,111.0,1.0,2.0,6.0,110.0
Aw5bfaXUP67lZN0cjzqO,8025.0,14.0,21010.0,804.0,8.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,82.0,1.0,74.0,1.0,2.0,2.0,3.0,1.0,0.0,128.0,0.0,10.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,7.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,7.0,18.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,14.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,10.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,5.0,4.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,18.0,4.0,3.0,479.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,156.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0
aWXfqViyPYSJHGwOeM07,2130.0,28.0,52686.0,568.0,8.0,1.0,10.0,1.0,2.0,3.0,0.0,1.0,13.0,126.0,3.0,717.0,0.0,4.0,1.0,9.0,7.0,2.0,12.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,11.0,1.0,2.0,0.0,1.0,4.0,15.0,6.0,11.0,5.0,2.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,2.0,9.0,10.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,18.0,13.0,10.0,9.0,14.0,9.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,10.0,11.0,1.0,9.0,9.0,13.0,0.0,13.0,15.0,0.0,0.0,8.0,9.0,11.0,2.0,8.0,1.0,0.0,0.0,7.0,12.0,0.0,11.0,2204.0,0.0,1.0,13.0,1.0,1.0,0.0,15.0,2.0,13.0,10.0,16.0,16.0,16.0,30.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,7.0,16.0,12.0,16.0,2.0,0.0,1.0,15.0,1.0,16.0,9.0,3.0,9.0,11.0,1.0,1.0,1.0,1.0,0.0,13.0,20.0,2.0,17.0,3.0,1.0,13.0,11.0,11.0,0.0,15.0,13.0,0.0,1.0,1.0,13.0,15.0,0.0,2.0,0.0,1.0,2.0,22.0,0.0,0.0,9.0,7.0,0.0,1.0,2.0,14.0
Ax7iuDgF38YaQMmX9wVG,12309.0,363.0,23031.0,10936.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2427.0,3698.0,2.0,3057.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1629.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,12126.0,0.0,0.0,0.0,0.0,30.0,1395.0,2.0,1579.0,1.0,2.0,2.0,0.0,1.0,2637.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1658.0,0.0,1.0,4.0,99.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,0.0,1807.0,0.0,1943.0,1.0,1804.0,3055.0,22.0,2.0,0.0,1755.0,1627.0,0.0,1700.0,3.0,1.0,0.0,5.0,1671.0,1.0,2100.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,1842.0,4.0,6.0,2732.0,1556.0,1833.0,2699.0,8.0,9.0,0.0,23.0,0.0,0.0,94.0,0.0,0.0,2742.0,1676.0,2143.0,2.0,0.0,2.0,1852.0,2.0,1991.0,2191.0,0.0,1664.0,1995.0,2.0,1.0,1.0,0.0,0.0,1641.0,2634.0,0.0,2727.0,0.0,90839.0,2126.0,1628.0,2150.0,2.0,1.0,2053.0,0.0,0.0,0.0,1840.0,1832.0,0.0,1.0,0.0,0.0,0.0,1639.0,0.0,90753.0,2127.0,1.0,0.0,0.0,0.0,0.0
aXbDi405xeqQynl69Yk2,1156969.0,4.0,4166.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axmjW0H3EnB9JRdSibKY,315.0,10.0,7935.0,718.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,369.0,0.0,420.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,3.0,1.0,2.0,1.0,2.0,0.0,36.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,62.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,6.0,0.0,3.0,1.0,0.0,9.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,6.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0
aXRV9MqCorizGyKJUep0,1396944.0,24.0,6152.0,189.0,20.0,10.0,17.0,8.0,15.0,3.0,13.0,8.0,10.0,275.0,12.0,86.0,7.0,11.0,20.0,12.0,23.0,15.0,9.0,9.0,572.0,13.0,13.0,8.0,18.0,12.0,14.0,13.0,12.0,8.0,10.0,14.0,15.0,14.0,769.0,12.0,12.0,19.0,24.0,15.0,11.0,13.0,13.0,15.0,20.0,10.0,15.0,9.0,6.0,18.0,20.0,15.0,10.0,8.0,11.0,12.0,18.0,13.0,14.0,12.0,13.0,16.0,18.0,12.0,17.0,11.0,12.0,13.0,21.0,11.0,12.0,10.0,17.0,15.0,8.0,16.0,9.0,11.0,12.0,15.0,10.0,15.0,19.0,10.0,11.0,10.0,14.0,15.0,12.0,11.0,9.0,16.0,9.0,15.0,23.0,7.0,12.0,11.0,8.0,13.0,10.0,9.0,17.0,12.0,24.0,5.0,14.0,15.0,16.0,13.0,14.0,510.0,13.0,7.0,15.0,11.0,14.0,22.0,21.0,12.0,30.0,12.0,10.0,19.0,18.0,14.0,14.0,10.0,14.0,8.0,5.0,6.0,8.0,10.0,8.0,13.0,24.0,16.0,13.0,9.0,11.0,18.0,11.0,13.0,8.0,10.0,8.0,5.0,12.0,14.0,15.0,11.0,14.0,9.0,10.0,17.0,8.0,19.0,7.0,13.0,8.0,12.0,17.0,14.0,11.0,9.0
AXvM7mlBfJ8eHVDcspNz,31008.0,10013.0,213937.0,22940.0,0.0,13.0,0.0,3.0,3.0,2.0,2.0,71.0,73.0,1472.0,80.0,2965.0,55.0,5.0,4.0,4.0,2.0,2.0,5.0,13.0,1.0,3.0,4.0,0.0,3.0,2.0,2.0,24.0,5.0,58.0,0.0,2.0,0.0,2.0,44.0,3.0,0.0,50.0,0.0,12.0,5.0,1.0,1.0,52.0,19.0,1.0,1.0,4.0,8.0,1.0,0.0,5.0,3.0,15.0,8.0,1.0,1.0,4.0,283.0,1.0,2.0,37.0,0.0,0.0,82.0,1.0,65.0,0.0,2.0,0.0,3.0,22.0,10.0,10.0,4.0,2.0,9.0,5.0,93.0,16.0,7.0,17.0,3.0,3.0,33.0,1.0,3.0,0.0,1.0,10.0,19.0,405.0,1.0,9.0,290.0,108.0,1.0,0.0,2.0,21.0,4.0,48.0,5.0,11.0,26.0,3.0,1.0,6.0,36.0,33.0,4.0,29.0,3.0,1.0,1.0,6.0,1.0,5.0,80.0,13.0,21.0,10.0,9.0,2424.0,8.0,0.0,211.0,1.0,0.0,36.0,6.0,21.0,12.0,0.0,0.0,1.0,354.0,1.0,3.0,0.0,2.0,34.0,94.0,66.0,4.0,2.0,44.0,1.0,0.0,11.0,9.0,201.0,8.0,1.0,4.0,2.0,2.0,73.0,2.0,1.0,18.0,1.0,4.0,2.0,5.0,2.0
axVyZFikJAs2RWgrB37u,4065.0,140.0,20001.0,2268.0,1.0,9.0,4.0,0.0,1.0,2.0,3.0,5.0,52.0,450.0,0.0,414.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,4.0,0.0,1.0,2.0,5.0,3.0,10.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,19.0,8.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,5.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,41.0,2.0,79.0,71.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,10.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,7.0,51.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,120.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,22.0,2.0,5.0,1.0,2.0,2.0,14.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,35.0,2.0,1.0,0.0,0.0,2.0,11.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0
AY0G56vi1jp72ErLmkJb,9004.0,4.0,1321.0,262.0,3.0,4.0,5.0,5.0,7.0,2.0,7.0,7.0,14.0,6.0,5.0,7.0,7.0,3.0,6.0,10.0,6.0,3.0,4.0,2.0,6.0,5.0,6.0,7.0,7.0,4.0,5.0,6.0,9.0,12.0,5.0,4.0,4.0,3.0,6.0,7.0,8.0,4.0,3.0,12.0,8.0,10.0,11.0,3.0,9.0,4.0,5.0,10.0,8.0,6.0,5.0,5.0,8.0,10.0,4.0,3.0,11.0,2.0,6.0,10.0,4.0,1.0,6.0,1.0,5.0,5.0,12.0,6.0,6.0,1.0,2.0,2.0,6.0,9.0,4.0,5.0,3.0,6.0,9.0,6.0,4.0,6.0,6.0,5.0,5.0,7.0,9.0,6.0,8.0,3.0,7.0,8.0,10.0,8.0,6.0,2.0,7.0,7.0,10.0,11.0,12.0,3.0,6.0,7.0,2.0,17.0,8.0,5.0,6.0,4.0,10.0,7.0,4.0,8.0,2.0,5.0,5.0,4.0,8.0,17.0,2.0,3.0,11.0,3.0,4.0,3.0,11.0,5.0,8.0,5.0,5.0,4.0,12.0,2.0,4.0,4.0,6.0,2.0,9.0,2.0,4.0,8.0,5.0,3.0,9.0,6.0,6.0,2.0,4.0,5.0,5.0,8.0,10.0,6.0,8.0,7.0,5.0,6.0,6.0,6.0,3.0,6.0,4.0,9.0,3.0,10.0
AyCpqod2kgXKjOnlEbvV,421.0,86.0,250456.0,252.0,68.0,3.0,80.0,2.0,6.0,3.0,4.0,6.0,83.0,1060.0,7.0,932.0,3.0,5.0,11.0,72.0,66.0,4.0,85.0,5.0,96.0,93.0,7.0,6.0,6.0,7.0,3.0,7.0,4.0,83.0,4.0,14.0,4.0,13.0,8.0,94.0,65.0,87.0,91.0,4.0,2.0,12.0,10.0,76.0,6.0,10.0,5.0,8.0,8.0,78.0,67.0,8.0,2.0,8.0,2.0,7.0,8.0,3.0,85.0,76.0,81.0,74.0,89.0,83.0,4.0,7.0,8.0,7.0,73.0,4.0,5.0,85.0,92.0,11.0,72.0,86.0,83.0,11.0,86.0,91.0,7.0,7.0,75.0,83.0,77.0,5.0,89.0,5.0,5.0,4.0,8.0,80.0,8.0,64.0,959.0,5.0,7.0,103.0,11.0,9.0,5.0,75.0,6.0,78.0,75.0,62.0,99.0,65.0,109.0,3.0,13.0,6.0,88.0,8.0,5.0,13.0,88.0,63.0,92.0,71.0,6.0,9.0,7.0,83.0,3.0,82.0,81.0,6.0,102.0,99.0,4.0,5.0,6.0,13.0,10.0,74.0,86.0,1.0,103.0,6.0,6.0,77.0,91.0,91.0,5.0,13.0,81.0,4.0,6.0,8.0,80.0,95.0,8.0,8.0,3.0,8.0,7.0,91.0,5.0,4.0,93.0,82.0,14.0,8.0,5.0,74.0
AydrZmxNDPoiRfbvXCW8,1360484.0,0.0,6123.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aylR8xBNVPfJ4eICGLDM,575.0,73.0,19793.0,1443.0,0.0,1.0,0.0,2.0,1.0,6.0,21.0,2.0,11.0,68.0,1.0,300.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,7.0,1.0,3.0,0.0,3.0,19.0,0.0,0.0,46.0,0.0,6.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,58.0,1.0,0.0,27.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,2.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,15.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
